Year,d14CO2
-41744,335.81
-41743,335.795
-41742,335.78
-41741,335.765
-41740,335.75
-41739,335.735
-41738,335.72
-41737,335.705
-41736,335.69
-41735,335.675
-41734,335.66
-41733,335.645
-41732,335.63
-41731,335.615
-41730,335.6
-41729,335.59
-41728,335.58
-41727,335.57
-41726,335.56
-41725,335.55
-41724,335.54
-41723,335.53
-41722,335.52
-41721,335.51
-41720,335.5
-41719,335.49
-41718,335.48
-41717,335.47
-41716,335.46
-41715,335.45
-41714,335.44
-41713,335.43
-41712,335.42
-41711,335.41
-41710,335.4
-41709,335.395
-41708,335.39
-41707,335.385
-41706,335.38
-41705,335.375
-41704,335.37
-41703,335.365
-41702,335.36
-41701,335.355
-41700,335.35
-41699,335.345
-41698,335.34
-41697,335.335
-41696,335.33
-41695,335.325
-41694,335.32
-41693,335.315
-41692,335.31
-41691,335.305
-41690,335.3
-41689,335.29
-41688,335.28
-41687,335.27
-41686,335.26
-41685,335.25
-41684,335.24
-41683,335.23
-41682,335.22
-41681,335.21
-41680,335.2
-41679,335.19
-41678,335.18
-41677,335.17
-41676,335.16
-41675,335.15
-41674,335.14
-41673,335.13
-41672,335.12
-41671,335.11
-41670,335.1
-41669,335.095
-41668,335.09
-41667,335.085
-41666,335.08
-41665,335.075
-41664,335.07
-41663,335.065
-41662,335.06
-41661,335.055
-41660,335.05
-41659,335.045
-41658,335.04
-41657,335.035
-41656,335.03
-41655,335.025
-41654,335.02
-41653,335.015
-41652,335.01
-41651,335.005
-41650,335
-41649,334.995
-41648,334.99
-41647,334.985
-41646,334.98
-41645,334.975
-41644,334.97
-41643,334.965
-41642,334.96
-41641,334.955
-41640,334.95
-41639,334.945
-41638,334.94
-41637,334.935
-41636,334.93
-41635,334.925
-41634,334.92
-41633,334.915
-41632,334.91
-41631,334.905
-41630,334.9
-41629,334.905
-41628,334.91
-41627,334.915
-41626,334.92
-41625,334.925
-41624,334.93
-41623,334.935
-41622,334.94
-41621,334.945
-41620,334.95
-41619,334.955
-41618,334.96
-41617,334.965
-41616,334.97
-41615,334.975
-41614,334.98
-41613,334.985
-41612,334.99
-41611,334.995
-41610,335
-41609,335.005
-41608,335.01
-41607,335.015
-41606,335.02
-41605,335.025
-41604,335.03
-41603,335.035
-41602,335.04
-41601,335.045
-41600,335.05
-41599,335.055
-41598,335.06
-41597,335.065
-41596,335.07
-41595,335.075
-41594,335.08
-41593,335.085
-41592,335.09
-41591,335.095
-41590,335.1
-41589,335.105
-41588,335.11
-41587,335.115
-41586,335.12
-41585,335.125
-41584,335.13
-41583,335.135
-41582,335.14
-41581,335.145
-41580,335.15
-41579,335.155
-41578,335.16
-41577,335.165
-41576,335.17
-41575,335.175
-41574,335.18
-41573,335.185
-41572,335.19
-41571,335.195
-41570,335.2
-41569,335.215
-41568,335.23
-41567,335.245
-41566,335.26
-41565,335.275
-41564,335.29
-41563,335.305
-41562,335.32
-41561,335.335
-41560,335.35
-41559,335.365
-41558,335.38
-41557,335.395
-41556,335.41
-41555,335.425
-41554,335.44
-41553,335.455
-41552,335.47
-41551,335.485
-41550,335.5
-41549,335.52
-41548,335.54
-41547,335.56
-41546,335.58
-41545,335.6
-41544,335.62
-41543,335.64
-41542,335.66
-41541,335.68
-41540,335.7
-41539,335.72
-41538,335.74
-41537,335.76
-41536,335.78
-41535,335.8
-41534,335.82
-41533,335.84
-41532,335.86
-41531,335.88
-41530,335.9
-41529,335.91
-41528,335.92
-41527,335.93
-41526,335.94
-41525,335.95
-41524,335.96
-41523,335.97
-41522,335.98
-41521,335.99
-41520,336
-41519,336.01
-41518,336.02
-41517,336.03
-41516,336.04
-41515,336.05
-41514,336.06
-41513,336.07
-41512,336.08
-41511,336.09
-41510,336.1
-41509,336.13
-41508,336.16
-41507,336.19
-41506,336.22
-41505,336.25
-41504,336.28
-41503,336.31
-41502,336.34
-41501,336.37
-41500,336.4
-41499,336.43
-41498,336.46
-41497,336.49
-41496,336.52
-41495,336.55
-41494,336.58
-41493,336.61
-41492,336.64
-41491,336.67
-41490,336.7
-41489,336.74
-41488,336.78
-41487,336.82
-41486,336.86
-41485,336.9
-41484,336.94
-41483,336.98
-41482,337.02
-41481,337.06
-41480,337.1
-41479,337.14
-41478,337.18
-41477,337.22
-41476,337.26
-41475,337.3
-41474,337.34
-41473,337.38
-41472,337.42
-41471,337.46
-41470,337.5
-41469,337.54
-41468,337.58
-41467,337.62
-41466,337.66
-41465,337.7
-41464,337.74
-41463,337.78
-41462,337.82
-41461,337.86
-41460,337.9
-41459,337.94
-41458,337.98
-41457,338.02
-41456,338.06
-41455,338.1
-41454,338.14
-41453,338.18
-41452,338.22
-41451,338.26
-41450,338.3
-41449,338.345
-41448,338.39
-41447,338.435
-41446,338.48
-41445,338.525
-41444,338.57
-41443,338.615
-41442,338.66
-41441,338.705
-41440,338.75
-41439,338.795
-41438,338.84
-41437,338.885
-41436,338.93
-41435,338.975
-41434,339.02
-41433,339.065
-41432,339.11
-41431,339.155
-41430,339.2
-41429,339.255
-41428,339.31
-41427,339.365
-41426,339.42
-41425,339.475
-41424,339.53
-41423,339.585
-41422,339.64
-41421,339.695
-41420,339.75
-41419,339.805
-41418,339.86
-41417,339.915
-41416,339.97
-41415,340.025
-41414,340.08
-41413,340.135
-41412,340.19
-41411,340.245
-41410,340.3
-41409,340.36
-41408,340.42
-41407,340.48
-41406,340.54
-41405,340.6
-41404,340.66
-41403,340.72
-41402,340.78
-41401,340.84
-41400,340.9
-41399,340.96
-41398,341.02
-41397,341.08
-41396,341.14
-41395,341.2
-41394,341.26
-41393,341.32
-41392,341.38
-41391,341.44
-41390,341.5
-41389,341.565
-41388,341.63
-41387,341.695
-41386,341.76
-41385,341.825
-41384,341.89
-41383,341.955
-41382,342.02
-41381,342.085
-41380,342.15
-41379,342.215
-41378,342.28
-41377,342.345
-41376,342.41
-41375,342.475
-41374,342.54
-41373,342.605
-41372,342.67
-41371,342.735
-41370,342.8
-41369,342.865
-41368,342.93
-41367,342.995
-41366,343.06
-41365,343.125
-41364,343.19
-41363,343.255
-41362,343.32
-41361,343.385
-41360,343.45
-41359,343.515
-41358,343.58
-41357,343.645
-41356,343.71
-41355,343.775
-41354,343.84
-41353,343.905
-41352,343.97
-41351,344.035
-41350,344.1
-41349,344.17
-41348,344.24
-41347,344.31
-41346,344.38
-41345,344.45
-41344,344.52
-41343,344.59
-41342,344.66
-41341,344.73
-41340,344.8
-41339,344.87
-41338,344.94
-41337,345.01
-41336,345.08
-41335,345.15
-41334,345.22
-41333,345.29
-41332,345.36
-41331,345.43
-41330,345.5
-41329,345.58
-41328,345.66
-41327,345.74
-41326,345.82
-41325,345.9
-41324,345.98
-41323,346.06
-41322,346.14
-41321,346.22
-41320,346.3
-41319,346.38
-41318,346.46
-41317,346.54
-41316,346.62
-41315,346.7
-41314,346.78
-41313,346.86
-41312,346.94
-41311,347.02
-41310,347.1
-41309,347.175
-41308,347.25
-41307,347.325
-41306,347.4
-41305,347.475
-41304,347.55
-41303,347.625
-41302,347.7
-41301,347.775
-41300,347.85
-41299,347.925
-41298,348
-41297,348.075
-41296,348.15
-41295,348.225
-41294,348.3
-41293,348.375
-41292,348.45
-41291,348.525
-41290,348.6
-41289,348.68
-41288,348.76
-41287,348.84
-41286,348.92
-41285,349
-41284,349.08
-41283,349.16
-41282,349.24
-41281,349.32
-41280,349.4
-41279,349.48
-41278,349.56
-41277,349.64
-41276,349.72
-41275,349.8
-41274,349.88
-41273,349.96
-41272,350.04
-41271,350.12
-41270,350.2
-41269,350.28
-41268,350.36
-41267,350.44
-41266,350.52
-41265,350.6
-41264,350.68
-41263,350.76
-41262,350.84
-41261,350.92
-41260,351
-41259,351.08
-41258,351.16
-41257,351.24
-41256,351.32
-41255,351.4
-41254,351.48
-41253,351.56
-41252,351.64
-41251,351.72
-41250,351.8
-41249,351.88
-41248,351.96
-41247,352.04
-41246,352.12
-41245,352.2
-41244,352.28
-41243,352.36
-41242,352.44
-41241,352.52
-41240,352.6
-41239,352.68
-41238,352.76
-41237,352.84
-41236,352.92
-41235,353
-41234,353.08
-41233,353.16
-41232,353.24
-41231,353.32
-41230,353.4
-41229,353.48
-41228,353.56
-41227,353.64
-41226,353.72
-41225,353.8
-41224,353.88
-41223,353.96
-41222,354.04
-41221,354.12
-41220,354.2
-41219,354.28
-41218,354.36
-41217,354.44
-41216,354.52
-41215,354.6
-41214,354.68
-41213,354.76
-41212,354.84
-41211,354.92
-41210,355
-41209,355.09
-41208,355.18
-41207,355.27
-41206,355.36
-41205,355.45
-41204,355.54
-41203,355.63
-41202,355.72
-41201,355.81
-41200,355.9
-41199,355.99
-41198,356.08
-41197,356.17
-41196,356.26
-41195,356.35
-41194,356.44
-41193,356.53
-41192,356.62
-41191,356.71
-41190,356.8
-41189,356.89
-41188,356.98
-41187,357.07
-41186,357.16
-41185,357.25
-41184,357.34
-41183,357.43
-41182,357.52
-41181,357.61
-41180,357.7
-41179,357.79
-41178,357.88
-41177,357.97
-41176,358.06
-41175,358.15
-41174,358.24
-41173,358.33
-41172,358.42
-41171,358.51
-41170,358.6
-41169,358.695
-41168,358.79
-41167,358.885
-41166,358.98
-41165,359.075
-41164,359.17
-41163,359.265
-41162,359.36
-41161,359.455
-41160,359.55
-41159,359.645
-41158,359.74
-41157,359.835
-41156,359.93
-41155,360.025
-41154,360.12
-41153,360.215
-41152,360.31
-41151,360.405
-41150,360.5
-41149,360.59
-41148,360.68
-41147,360.77
-41146,360.86
-41145,360.95
-41144,361.04
-41143,361.13
-41142,361.22
-41141,361.31
-41140,361.4
-41139,361.49
-41138,361.58
-41137,361.67
-41136,361.76
-41135,361.85
-41134,361.94
-41133,362.03
-41132,362.12
-41131,362.21
-41130,362.3
-41129,362.4
-41128,362.5
-41127,362.6
-41126,362.7
-41125,362.8
-41124,362.9
-41123,363
-41122,363.1
-41121,363.2
-41120,363.3
-41119,363.4
-41118,363.5
-41117,363.6
-41116,363.7
-41115,363.8
-41114,363.9
-41113,364
-41112,364.1
-41111,364.2
-41110,364.3
-41109,364.395
-41108,364.49
-41107,364.585
-41106,364.68
-41105,364.775
-41104,364.87
-41103,364.965
-41102,365.06
-41101,365.155
-41100,365.25
-41099,365.345
-41098,365.44
-41097,365.535
-41096,365.63
-41095,365.725
-41094,365.82
-41093,365.915
-41092,366.01
-41091,366.105
-41090,366.2
-41089,366.29
-41088,366.38
-41087,366.47
-41086,366.56
-41085,366.65
-41084,366.74
-41083,366.83
-41082,366.92
-41081,367.01
-41080,367.1
-41079,367.19
-41078,367.28
-41077,367.37
-41076,367.46
-41075,367.55
-41074,367.64
-41073,367.73
-41072,367.82
-41071,367.91
-41070,368
-41069,368.11
-41068,368.22
-41067,368.33
-41066,368.44
-41065,368.55
-41064,368.66
-41063,368.77
-41062,368.88
-41061,368.99
-41060,369.1
-41059,369.21
-41058,369.32
-41057,369.43
-41056,369.54
-41055,369.65
-41054,369.76
-41053,369.87
-41052,369.98
-41051,370.09
-41050,370.2
-41049,370.295
-41048,370.39
-41047,370.485
-41046,370.58
-41045,370.675
-41044,370.77
-41043,370.865
-41042,370.96
-41041,371.055
-41040,371.15
-41039,371.245
-41038,371.34
-41037,371.435
-41036,371.53
-41035,371.625
-41034,371.72
-41033,371.815
-41032,371.91
-41031,372.005
-41030,372.1
-41029,372.21
-41028,372.32
-41027,372.43
-41026,372.54
-41025,372.65
-41024,372.76
-41023,372.87
-41022,372.98
-41021,373.09
-41020,373.2
-41019,373.31
-41018,373.42
-41017,373.53
-41016,373.64
-41015,373.75
-41014,373.86
-41013,373.97
-41012,374.08
-41011,374.19
-41010,374.3
-41009,374.4
-41008,374.5
-41007,374.6
-41006,374.7
-41005,374.8
-41004,374.9
-41003,375
-41002,375.1
-41001,375.2
-41000,375.3
-40999,375.4
-40998,375.5
-40997,375.6
-40996,375.7
-40995,375.8
-40994,375.9
-40993,376
-40992,376.1
-40991,376.2
-40990,376.3
-40989,376.405
-40988,376.51
-40987,376.615
-40986,376.72
-40985,376.825
-40984,376.93
-40983,377.035
-40982,377.14
-40981,377.245
-40980,377.35
-40979,377.455
-40978,377.56
-40977,377.665
-40976,377.77
-40975,377.875
-40974,377.98
-40973,378.085
-40972,378.19
-40971,378.295
-40970,378.4
-40969,378.5
-40968,378.6
-40967,378.7
-40966,378.8
-40965,378.9
-40964,379
-40963,379.1
-40962,379.2
-40961,379.3
-40960,379.4
-40959,379.5
-40958,379.6
-40957,379.7
-40956,379.8
-40955,379.9
-40954,380
-40953,380.1
-40952,380.2
-40951,380.3
-40950,380.4
-40949,380.51
-40948,380.62
-40947,380.73
-40946,380.84
-40945,380.95
-40944,381.06
-40943,381.17
-40942,381.28
-40941,381.39
-40940,381.5
-40939,381.61
-40938,381.72
-40937,381.83
-40936,381.94
-40935,382.05
-40934,382.16
-40933,382.27
-40932,382.38
-40931,382.49
-40930,382.6
-40929,382.705
-40928,382.81
-40927,382.915
-40926,383.02
-40925,383.125
-40924,383.23
-40923,383.335
-40922,383.44
-40921,383.545
-40920,383.65
-40919,383.755
-40918,383.86
-40917,383.965
-40916,384.07
-40915,384.175
-40914,384.28
-40913,384.385
-40912,384.49
-40911,384.595
-40910,384.7
-40909,384.81
-40908,384.92
-40907,385.03
-40906,385.14
-40905,385.25
-40904,385.36
-40903,385.47
-40902,385.58
-40901,385.69
-40900,385.8
-40899,385.91
-40898,386.02
-40897,386.13
-40896,386.24
-40895,386.35
-40894,386.46
-40893,386.57
-40892,386.68
-40891,386.79
-40890,386.9
-40889,387.02
-40888,387.14
-40887,387.26
-40886,387.38
-40885,387.5
-40884,387.62
-40883,387.74
-40882,387.86
-40881,387.98
-40880,388.1
-40879,388.22
-40878,388.34
-40877,388.46
-40876,388.58
-40875,388.7
-40874,388.82
-40873,388.94
-40872,389.06
-40871,389.18
-40870,389.3
-40869,389.405
-40868,389.51
-40867,389.615
-40866,389.72
-40865,389.825
-40864,389.93
-40863,390.035
-40862,390.14
-40861,390.245
-40860,390.35
-40859,390.455
-40858,390.56
-40857,390.665
-40856,390.77
-40855,390.875
-40854,390.98
-40853,391.085
-40852,391.19
-40851,391.295
-40850,391.4
-40849,391.52
-40848,391.64
-40847,391.76
-40846,391.88
-40845,392
-40844,392.12
-40843,392.24
-40842,392.36
-40841,392.48
-40840,392.6
-40839,392.72
-40838,392.84
-40837,392.96
-40836,393.08
-40835,393.2
-40834,393.32
-40833,393.44
-40832,393.56
-40831,393.68
-40830,393.8
-40829,393.915
-40828,394.03
-40827,394.145
-40826,394.26
-40825,394.375
-40824,394.49
-40823,394.605
-40822,394.72
-40821,394.835
-40820,394.95
-40819,395.065
-40818,395.18
-40817,395.295
-40816,395.41
-40815,395.525
-40814,395.64
-40813,395.755
-40812,395.87
-40811,395.985
-40810,396.1
-40809,396.22
-40808,396.34
-40807,396.46
-40806,396.58
-40805,396.7
-40804,396.82
-40803,396.94
-40802,397.06
-40801,397.18
-40800,397.3
-40799,397.42
-40798,397.54
-40797,397.66
-40796,397.78
-40795,397.9
-40794,398.02
-40793,398.14
-40792,398.26
-40791,398.38
-40790,398.5
-40789,398.625
-40788,398.75
-40787,398.875
-40786,399
-40785,399.125
-40784,399.25
-40783,399.375
-40782,399.5
-40781,399.625
-40780,399.75
-40779,399.875
-40778,400
-40777,400.125
-40776,400.25
-40775,400.375
-40774,400.5
-40773,400.625
-40772,400.75
-40771,400.875
-40770,401
-40769,401.12
-40768,401.24
-40767,401.36
-40766,401.48
-40765,401.6
-40764,401.72
-40763,401.84
-40762,401.96
-40761,402.08
-40760,402.2
-40759,402.32
-40758,402.44
-40757,402.56
-40756,402.68
-40755,402.8
-40754,402.92
-40753,403.04
-40752,403.16
-40751,403.28
-40750,403.4
-40749,403.52
-40748,403.64
-40747,403.76
-40746,403.88
-40745,404
-40744,404.12
-40743,404.24
-40742,404.36
-40741,404.48
-40740,404.6
-40739,404.72
-40738,404.84
-40737,404.96
-40736,405.08
-40735,405.2
-40734,405.32
-40733,405.44
-40732,405.56
-40731,405.68
-40730,405.8
-40729,405.925
-40728,406.05
-40727,406.175
-40726,406.3
-40725,406.425
-40724,406.55
-40723,406.675
-40722,406.8
-40721,406.925
-40720,407.05
-40719,407.175
-40718,407.3
-40717,407.425
-40716,407.55
-40715,407.675
-40714,407.8
-40713,407.925
-40712,408.05
-40711,408.175
-40710,408.3
-40709,408.43
-40708,408.56
-40707,408.69
-40706,408.82
-40705,408.95
-40704,409.08
-40703,409.21
-40702,409.34
-40701,409.47
-40700,409.6
-40699,409.73
-40698,409.86
-40697,409.99
-40696,410.12
-40695,410.25
-40694,410.38
-40693,410.51
-40692,410.64
-40691,410.77
-40690,410.9
-40689,411.02
-40688,411.14
-40687,411.26
-40686,411.38
-40685,411.5
-40684,411.62
-40683,411.74
-40682,411.86
-40681,411.98
-40680,412.1
-40679,412.22
-40678,412.34
-40677,412.46
-40676,412.58
-40675,412.7
-40674,412.82
-40673,412.94
-40672,413.06
-40671,413.18
-40670,413.3
-40669,413.42
-40668,413.54
-40667,413.66
-40666,413.78
-40665,413.9
-40664,414.02
-40663,414.14
-40662,414.26
-40661,414.38
-40660,414.5
-40659,414.62
-40658,414.74
-40657,414.86
-40656,414.98
-40655,415.1
-40654,415.22
-40653,415.34
-40652,415.46
-40651,415.58
-40650,415.7
-40649,415.825
-40648,415.95
-40647,416.075
-40646,416.2
-40645,416.325
-40644,416.45
-40643,416.575
-40642,416.7
-40641,416.825
-40640,416.95
-40639,417.075
-40638,417.2
-40637,417.325
-40636,417.45
-40635,417.575
-40634,417.7
-40633,417.825
-40632,417.95
-40631,418.075
-40630,418.2
-40629,418.32
-40628,418.44
-40627,418.56
-40626,418.68
-40625,418.8
-40624,418.92
-40623,419.04
-40622,419.16
-40621,419.28
-40620,419.4
-40619,419.52
-40618,419.64
-40617,419.76
-40616,419.88
-40615,420
-40614,420.12
-40613,420.24
-40612,420.36
-40611,420.48
-40610,420.6
-40609,420.73
-40608,420.86
-40607,420.99
-40606,421.12
-40605,421.25
-40604,421.38
-40603,421.51
-40602,421.64
-40601,421.77
-40600,421.9
-40599,422.03
-40598,422.16
-40597,422.29
-40596,422.42
-40595,422.55
-40594,422.68
-40593,422.81
-40592,422.94
-40591,423.07
-40590,423.2
-40589,423.32
-40588,423.44
-40587,423.56
-40586,423.68
-40585,423.8
-40584,423.92
-40583,424.04
-40582,424.16
-40581,424.28
-40580,424.4
-40579,424.52
-40578,424.64
-40577,424.76
-40576,424.88
-40575,425
-40574,425.12
-40573,425.24
-40572,425.36
-40571,425.48
-40570,425.6
-40569,425.72
-40568,425.84
-40567,425.96
-40566,426.08
-40565,426.2
-40564,426.32
-40563,426.44
-40562,426.56
-40561,426.68
-40560,426.8
-40559,426.92
-40558,427.04
-40557,427.16
-40556,427.28
-40555,427.4
-40554,427.52
-40553,427.64
-40552,427.76
-40551,427.88
-40550,428
-40549,428.11
-40548,428.22
-40547,428.33
-40546,428.44
-40545,428.55
-40544,428.66
-40543,428.77
-40542,428.88
-40541,428.99
-40540,429.1
-40539,429.21
-40538,429.32
-40537,429.43
-40536,429.54
-40535,429.65
-40534,429.76
-40533,429.87
-40532,429.98
-40531,430.09
-40530,430.2
-40529,430.315
-40528,430.43
-40527,430.545
-40526,430.66
-40525,430.775
-40524,430.89
-40523,431.005
-40522,431.12
-40521,431.235
-40520,431.35
-40519,431.465
-40518,431.58
-40517,431.695
-40516,431.81
-40515,431.925
-40514,432.04
